年 year
人參 ginseng
鳥籠 birdcage
雄偉 majestic
剝離 stripping
鞭炮 firecrackers
鞭炮 firecracker
赫然 awesomely
疲憊 exhaustion
抗辯 plea
抗辯 defences
鮑魚 abalone
哀愁 sadness
堤道 causeway
售貨員 salesperson
佃農 sharecroppers
茶壺 teapot
頭獎 jackpot
疤 scar
傳染性 infectious
傳染性 contagious
傳染性 communicable
雛菊 daisies
射頻 rf
白蘭地 brandy
雪球 snowball
洛美 lomé
軼事 anecdotes
亞麻 linen
日暮 higurashi
朦朧 hazy
適應性 adaptive
適應性 adaptation
適應性 adaptability
棍子 stick
棍子 sticks
撞車 crash
撞車 crashes
救星 savior
責難 reproach
責難 censure
耳環 earrings
耳環 earring
洗滌 washing
變節 defection
呻吟 moan
賢人 kento
殘缺 mutilated
難產 childbirth
細則 rules
細則 rule
無花果 figs
無花果 fig
純淨 purity
櫃台 counter
櫃台 counters
裝飾品 ornament
裝飾品 ornaments
當鋪 pawnshop
勘測 surveying
地籍 cadastral
地籍 cadastre
高山族 highlander
買主 buyer
雪原 snowfield
失禁 incontinence
極權主義 totalitarianism
極權主義 totalitarian
多邊 multilateral
匯款 remittances
匯款 remittance
窘迫 embarrassment
搖籃曲 lullaby
巫婆 witch
隱身 invisible
隱身 stealth
隱身 invisibility
極權 totalitarian
扁豆 lentils
湯匙 spoon
肩胛骨 scapula
育兒 parenting
逃學 truancy
啄木鳥 woodpecker
常備 standing
機油 oil
藥草 herb
藥草 herbs
訂正 revisions
澆 pouring
孔隙 pore
旁觀者 spectators
玷污 sully
移民局 immigration
喪葬 burial
喪葬 funeral
護身符 amulet
護身符 amulets
陪審員 jury
陪審員 jurors
陪審員 juror
味覺 taste
味覺 palate
浩瀚 vastness
壞死 necrosis
瑪瑙 agate
瑪瑙 onyx
紅木 mahogany
紅木 rosewood
紅木 redwood
沖積 alluvial
懶惰 sloth
懶惰 lazy
懶惰 laziness
氫化 hydride
穩步 steady
檻 sills
火種 spark
穀倉 barn
泥濘 muddy
興奮劑 doping
興奮劑 stimulants
興奮劑 stimulant
才幹 talent
泛舟 rafting
散熱器 radiator
堤壩 dams
褻瀆 blasphemy
褻瀆 desecration
稅金 tax
老了 old
保證金 bonds
保證金 deposit
保證金 bond
切口 incision
單軌鐵路 monorail
癢 itchy
癢 itch
盆景 bonsai
硝石 saltpeter
奎寧 quinine
超齡 overage
尿布 diaper
尿布 diapers
曝露 exposure
藍莓 blueberries
藍莓 blueberry
截獲 intercept
截獲 interception
截獲 intercepted
鰻魚 eel
買斷 buyout
選任 elective
中暑 heatstroke
狹隘 narrow
限額 limit
限額 quota
限額 limits
搶購 snapped
溫和派 moderates
扼殺 strangling
甜瓜 melons
產生器 generator
火爐 stove
火爐 furnace
火爐 fireplace
西宮市 nishinomiya
措辭 phrasing
措辭 wording
鐵匠 blacksmith
公雞 cock
公雞 rooster
請願書 petitions
請願書 petition
噴灑 spraying
傭人 servant
傭人 maid
理髮師 barber
理髮師 hairdresser
樹懶 sloth
玄關 entryway
崖壁 cliffs
肚皮 belly
安樂死 euthanasia
失竊 theft
跳動 beating
金匠 goldsmith
留聲機 gramophone
留聲機 phonograph
亂倫 incest
序數 ordinal
方位角 azimuth
聚氯乙烯 pvc
盒裝 boxed
公事包 briefcase
毛毯 blanket
毛毯 blankets
上癮 addicted
上癮 addiction
上癮 addictive
瓦礫 rubble
無機 inorganic
痛風 gout
克里姆林宮 kremlin
床單 sheets
翱翔 soaring
翱翔 soar
牡蠣 oysters
牡蠣 oyster
噩夢 nightmare
細胞質 cytoplasm
牧草 pasture
伯爾尼 bern
拼湊 patchwork
寶塔 pagoda
農舍 farmhouse
手提箱 suitcase
污辱 insult
膠質 gelatin
氣象學 meteorology
半圓 semicircle
巴貝多 barbados
篡奪 usurpation
達喀爾 dakar
拳手 boxer
拳手 fighter
瘋了 crazy
水鳥 waterbirds
純純 pure
刺繡 embroidery
叔公 granduncle
退款 refund
退款 refunds
退款 rebate
外傷 trauma
悠閒 leisurely
排卵 ovulation
剽竊 plagiarism
力爭 striving
藥水 potion
藥水 elixir
獨眼龍 cyclops
外行 layman
藥劑師 pharmacists
藥劑師 pharmacist
魣 barracuda
膿 pus
權威性 authoritative
俠義 chivalry
否決權 veto
接住 catch
鏽 rust
墓誌銘 epitaph
仇視 hatred
結核病 tb
結核病 tuberculosis
溫度計 thermometers
溫度計 thermometer
蜂鳥 hummingbird
釤 samarium
胳膊 arm
悍馬 hummer
爆米花 popcorn
瀋陽市 shenyang
壯舉 feat
冷笑 sneer
騎樓 veranda
嚴酷 harsh
送貨 delivery
送貨 deliveries
船主 shipowners
下陷 subsidence
番紅花 saffron
辮子 braid
辮子 braided
辮子 braids
吐司 toast
感恩節 thanksgiving
內疚 guilt
膠帶 tape
手肘 elbow
手肘 elbows
民團 vigilante
富江 tomie
滑輪 pulley
登革熱 dengue
旗桿 flagpole
旗桿 flagpoles
洗衣機 washer
胎盤 placenta
陰離子 anion
排泄物 faeces
排泄物 excreta
果凍 jelly
內訌 infighting
鞭笞 flogging
自助餐 buffet
聯通 connectivity
泥潭 quagmire
面談 interview
面談 interviews
油門 throttle
鄰里 neighborhood
鄰里 neighbourhood
袖子 sleeves
袖子 sleeve
無神論者 atheists
無神論者 atheist
酒保 bartender
銪 europium
最慢 slowest
撬 pry
地心引力 gravity
鯢 salamander
沖洗 douche
沖洗 rinse
沖洗 flush
主力艦 battleships
胸骨 sternum
織物 fabric
織物 fabrics
附表 schedules
附表 schedule
無名氏 anonymous
魔羯座 capricorn
罪孽 sin
罪孽 sins
雜耍 sideshow
雜耍 juggling
壹岐 iki
拐杖 crutches
拐杖 cane
拐杖 crutch
書籤 bookmark
書籤 bookmarks
轉盤 turntable
口紅 lipstick
各層 layers
性腺 gonads
摩加迪沙 mogadishu
犀鳥 hornbill
拖拉機 tractors
拖拉機 tractor
腳跟 heels
腳跟 heel
海產 seafood
彎刀 scimitar
鼬鼠 weasel
沼澤地 swamp
沼澤地 marshlands
夾克 jacket
夾克 jackets
近視 myopia
降職 demoted
證言 testimonies
證言 testimonial
證言 testimony
巴豆 croton
押金 deposit
押金 deposits
阿婆 granny
繃帶 bandage
繃帶 bandages
海鳥 seabird
海鳥 seabirds
人猿 ape
人猿 apes
意志力 willpower
誘騙 entrapment
誘騙 lured
鑽探 drilling
裝束 garb
裝束 attire
隔間 compartment
焦油 tar
腫脹 swelling
腫脹 swollen
昏庸 fatuous
旗子 flag
旗子 flags
電子計算機 computers
沈默 silent
沈默 silence
海塘 seawall
空閒 idle
清道夫 scavenger
打滑 skidding
鏈球菌 streptococcus
掩體 bunker
掩體 bunkers
䲗 dragonet
腎上腺 adrenal
輕浮 frivolous
無止境 endless
貯存 storage
蓄水池 cistern
蓄水池 cisterns
比目魚 flounder
比目魚 halibut
弘樹 hiro
講課 lectures
講課 lecturing
講課 lecture
房地 premises
包租 chartering
包租 charter
包租 chartered
包租 charters
蓋世太保 gestapo
辯證 dialectical
辯證 dialectic
釘子 nail
釘子 nails
腹膜 peritoneal
手續費 fee
手續費 fees
乳製品 dairy
洋娃娃 doll
洋娃娃 dolls
劉海 bangs
欽佩 admiration
肺泡 alveolar
飛盤 frisbee
互助會 fraternity
慰藉 solace
遊民 hobo
睡蓮 lilies
紅利 bonus
紅利 dividend
紅利 bonuses
紅利 dividends
電導 conductivity
枕木 sleepers
時髦 funky
時髦 sassy
鈸 cymbal
離合器 clutch
鍀 technetium
吊環 tings
敵手 adversary
指尖 fingertips
邊線 sideline
雲母 mica
籃子 basket
籃子 baskets
雙唇 lips
仇敵 haters
髂 iliac
溶化 melt
銻 antimony
迷你裙 miniskirt
馴鹿 reindeer
馴鹿 caribou
包頭 baotou
輕率 thoughtless
親屬關係 kinship
創造性 creativity
創造性 creative
三輪車 tricycles
三輪車 tricycle
親和 affinity
鹽酸 hydrochloride
斷線 disconnected
海狸 beavers
錇 berkelium
微量元素 micronutrient
皮包 handbag
皮包 purse
偽科學 pseudoscience
臥室 bedrooms
臥室 bedroom
親密關係 intimacy
親密關係 closeness
不健康 unhealthy
謙卑 humble
謙卑 humbled
謙卑 humility
耳塞 earplugs
叛國罪 treason
含羞草 mimosa
皮帶 strap
皮帶 belt
點綴 adorned
點綴 embellished
黃鶯 songbirds
小指 pinky
謙虛 modesty
謙虛 humble
謙虛 modest
信譽 credibility
信譽 reputation
強項 strengths
纖維素 cellulose
集權 centralization
廚具 cookware
弔唁 condolence
煎餅 pancakes
煎餅 pancake
遊蕩 wandering
遊蕩 loitering
餵養 feeding
磧 moraine
台階 step
鈇 flerovium
嘶 hiss
菠菜 spinach
悄悄地 quietly
煮沸 boiling
煮沸 boil
地契 deed
豆類 beans
毒癮 addiction
結腸 colon
千里眼 clairvoyant
鞋底 soles
印染 dyeing
囊腫 cyst
雷管 detonator
雷管 detonators
薯條 fries
薯條 chips
臭鼬 skunk
漿果 berries
漿果 berry
糖原 glycogen
手淫 masturbation
睪丸 testicle
睪丸 testicles
解藥 antidote
碳氫化合物 hydrocarbons
碳氫化合物 hydrocarbon
囤積 hoarding
申請書 application
申請書 applications
蒙蔽 blinded
殺菌 bactericidal
逝者 deceased
潛水員 diver
潛水員 divers
累贅 burdensome
內分泌 endocrine
隱約 indistinctly
隱約 vaguely
聚苯乙烯 polystyrene
公平性 fairness
宣洩 catharsis
禁閉 confinement
救生員 lifeguard
救生員 lifeguards
框框 frame
荒淫 lustful
荒淫 debauchery
楊柳 willows
顫動 fibrillation
累了 tired
科倫坡 colombo
責怪 blame
手藝 craft
最壞 worst
閹黨 clique
歌妓 courtesan
兒科 paediatric
兒科 pediatric
兒科 pediatrics
兒科 peds
兒科 paediatrics
黃牛 scalped
松香 rosin
呱 quack
鴇 bustard
平易近人 approachable
保費 premiums
保費 premium
髮夾 hairpin
粗魯 rude
嘟 beep
切線 tangent
牽引力 traction
聖詩 psalm
純化 purified
純化 purify
純化 purifying
純化 purification
耗散 dissipation
面紗 veil
面紗 veils
誤傳 miscommunication
保皇黨 royalist
跛 limp
跛 lame
便秘 constipation
撫慰 comfort
撫慰 soothing
自給 subsistence
厭氧 anaerobic
誓詞 vow
誓詞 oath
誓詞 vows
木筏 raft
木筏 rafts
胸膛 chest
茶館 teahouse
小菜 dish
彎彎 bend
米妮 minnie
敗血症 sepsis
枷鎖 shackles
枷鎖 yoke
白樺 birch
合意 consensual
潤滑劑 lubricant
潤滑劑 lube
潤滑劑 lubricants
潤滑油 lubricant
潤滑油 lube
夷為平地 razing
收據 receipt
收據 receipts
腓骨 fibula
釙 polonium
域外 extraterritoriality
域外 extraterritorial
謎語 riddle
謎語 riddles
詩意 poetic
碳化物 carbide
產婦 maternal
產婦 maternity
逗號 comma
逗號 commas
解凍 thaw
解凍 unfrozen
簧片 reed
鸝 oriole
沈沒 sinking
沈沒 sunk
沈沒 sunken
流離失所 displaced
流離失所 displacement
流離失所 displacements
挑逗 teasing
挑逗 tease
算盤 abacus
疏漏 omission
奈緒子 naoko
蘆薈 aloe
瓊脂 agar
判斷力 judgement
判斷力 judgment
判斷力 discernment
夜鷹 nightjar
鼓聲 drums
偏執 paranoid
偏執 paranoia
黃麻 jute
猿猴 apes
百靈 lark
硬木 hardwood
藥理 pharmacological
藥理 pharmacology
塌方 landslide
貓王 elvis
勺子 spoon
胡蘿蔔 carrot
胡蘿蔔 carrots
蛤蜊 clam
再審 retrial
打賭 bet
電解質 electrolyte
營房 barracks
痴迷 obsession
痴迷 obsessed
週數 weeks
朱麗葉 juliet
腳印 footprint
腳印 footprints
喜鵲 magpie
草叢 grass
掃描器 scanner
掃描器 scanners
瀰漫 diffuse
鑽孔 drilling
鑽孔 drill
低血糖 hypoglycemia
陰險 insidious
巨集 macros
頭皮 scalp
船艙 cabin
ā ā
兜售 peddling
整潔 tidy
整潔 neat
標定 demarcating
標定 demarcated
獎杯 trophy
獎杯 trophies
神職 priesthood
哈密瓜 cantaloupe
樹冠 canopy
哎呀 oops
䲁 blenny
論斷 assertion
蔑視 contempt
露水 dew
增值稅 vat
咕嚕 gollum
披肩 shawl
壓縮機 compressor
壓縮機 compressors
酒鬼 drunkard
聚合酶 polymerase
惡臭 stench
警徽 badge
污點 stains
污點 stain
污點 tainted
手風琴 accordion
鈀 palladium
押韻 rhyme
押韻 rhymes
尺碼 sizes
凝集 agglutination
報應 retribution
報應 karma
貧瘠 barren
強制執行 enforcement
受孕 conceive
受孕 conception
靈巧 dexterity
書包 backpack
預謀 premeditated
嗓子 throat
嗓子 voice
悔恨 remorse
旱地 dryland
育種 breeding
食慾 appetite
碧瑤 baguio
孔徑 aperture
慢跑 jogging
姑息 appeasement
嗎啡 morphine
毛衣 sweater
女同志 lesbian
回扣 kickbacks
回扣 rebates
回扣 rebate
皮疹 rash
重讀 reread
邊框 borders
邊框 border
安眠藥 hypnotic
必需品 necessities
必需品 essentials
世仇 feud
新陳代謝 metabolism
新陳代謝 metabolic
同謀 accomplices
同謀 accomplice
同謀 complicity
ə ə
扭傷 sprain
扳手 wrench
傢具 furniture
痴情 infatuation
觸電 electrocution
聖歌 hymn
聖歌 chant
齋戒 fasting
站著 stand
汽油彈 napalm
脫衣舞 strip
惡霸 bullies
惡霸 bully
閒暇 leisure
可敬 honorable
可敬 venerable
魚種 species
尼科西亞 nicosia
幫會 club
可讀性 readability
損害賠償 damages
絲襪 stockings
絲襪 pantyhose
絲襪 stocking
酥油 ghee
剛毅 fortitude
採礦業 mining
辛勞 toil
串列 serial
鼻涕 snot
鞦韆 swings
鞦韆 swing
鷚 pipit
斷頭台 guillotine
斷頭台 scaffold
僅供參考 fyi
硫酸鹽 sulfate
乳豬 piglets
賴索托 lesotho
兩院制 bicameral
托運 consignment
托運 shipment
認領 claimed
認領 claim
蛙人 frogman
辛迪加 syndicates
辛迪加 syndicated
辛迪加 syndicate
十項全能 decathlon
城關 chengguan
曆書 ephemeris
鼻炎 rhinitis
課外 extracurricular
拂曉 dawn
反托拉斯 antitrust
掃帚 brooms
掃帚 broom
掃帚 broomstick
累犯 recidivism
洗浴 bathing
偷看 peek
蒙古包 yurt
錄音機 recorder
反手 backhand
沖天 towering
靈敏度 sensitivity
查考 chacao
雜項 miscellaneous
寄養 foster
還款 repayment
凌亂 messy
脈搏 pulse
隱士 recluse
隱士 hermit
鋨 osmium
喜慶 jubilation
喜慶 festive
藍芽 bluetooth
啞鈴 dumbbell
時辰 hour
華爾茲 waltz
紫羅蘭 violet
紫羅蘭 violets
危難 distress
拋光 polishing
拋光 polished
水電站 dam
東山再起 comeback
卡其 khaki
腦膜炎 meningitis
隨時隨地 anytime
鋯 zirconium
小氣 stingy
韌性 tenacity
韌性 toughness
韌性 resilience
衣櫃 wardrobe
衣櫃 closet
赤足 barefoot
胃口 appetite
太陽眼鏡 sunglasses
伯利恆 bethlehem
分紅 dividend
豬仔 piglet
豬仔 piggy
兵卒 pawn
罐裝 canned
相爭 competing
有機體 organism
有機體 organisms
產科 obstetric
產科 obstetrical
產科 obstetrics
搖頭 smh
傷疤 scars
傷疤 scar
間歇性 intermittent
大霧 fog
氣化 gasification
獨裁政權 dictatorship
⁄ ⁄
魚兒 fish
� �
氣喘 asthma
劃界 delimitation
劃界 delineation
劃界 demarcation
紙漿 pulp
馴服 taming
馴服 tamed
馴服 tame
酸味 sour
恍惚 trance
峰峰 peak
痴呆 dementia
擔子 burden
輕蔑 contempt
鼓膜 eardrum
決算 accounts
跨國公司 tnc
成百上千 hundreds
榎 enoki
臭蟲 bedbugs
臭蟲 bug
臭蟲 bugs
鉍 bismuth
無價 priceless
校准 calibrated
校准 calibrate
校准 calibration
鯰魚 catfish
汗水 sweat
關機 shutdown
臟 dirty
腦炎 encephalitis
訂戶 subscriber
訂戶 subscribers
罪過 sin
泥巴 mud
破冰船 icebreaker
遇險 distress
更年期 menopause
更年期 menopausal
滿文 manchu
手心 palms
冠狀動脈 coronary
多雲 cloudy
防腐劑 preservatives
防腐劑 preservative
皺紋 wrinkle
皺紋 wrinkles
肚臍 navel
忙著 busy
宗法 patriarchal
火辣 hotness
七月份 july
退火 annealing
蠱惑 compulsion
粉塵 dusts
上訪 petition
白日夢 daydreaming
白日夢 daydream
輸家 loser
傳票 summonses
傳票 subpoena
傳票 subpoenas
傳票 summons
包容性 inclusion
包容性 inclusiveness
包容性 inclusive
蛋黃 yolk
至高無上 supremacy
發病率 incidence
發病率 morbidity
發病率 prevalence
越野賽 bmx
瓶裝 bottled
鐵鍊 chains
搖動 rocking
搖動 shake
拜拜 bye
列寧主義 leninism
枯木 deadwood
探照燈 searchlight
晴明 seimei
許諾 promises
許諾 promise
膚淺 superficial
膚淺 shallow
筆跡 handwriting
懊悔 remorse
剝皮 peeling
薄餅 pancakes
吸氣 inhale
做夢 dream
做夢 dreaming
十誡 decalogue
十誡 commandments
敬酒 toast
隔膜 diaphragm
放大鏡 magnifier
試點 pilot
手鐲 bangles
手鐲 bracelet
手鐲 bracelets
注射器 syringe
注射器 syringes
汽化 vaporization
穩住 steady
神韻 verve
浮華 flashy
度假勝地 resort
度假勝地 resorts
熨斗 irons
鏷 protactinium
政界人士 politicians
誦經 chant
誦經 chanting
謀士 schemer
阿武 takeshi
廣度 breadth
長袍 robe
擴音器 loudspeakers
糖蜜 molasses
公訴 indictment
吃醋 jealous
矮子 shorty
義氣 brotherhood
感傷 sentimental
禮讓 comity
支氣管 bronchial
擔架 stretcher
硝酸鹽 nitrate
億萬富翁 billionaire
億萬富翁 billionaires
成就感 fulfillment
打火機 lighter
食蟻獸 anteater
供詞 confessions
桂皮 cinnamon
菜花 cauliflower
烤箱 ovens
烤箱 oven
預付 prepayment
預付 prepaid
塵土 dust
嚇人 scary
判罪 convictions
判罪 conviction
鼴鼠 mole
鼴鼠 moles
透支 overdraft
瀆職 malfeasance
入世 accession
多才多藝 versatility
多才多藝 versatile
強迫性 coercive
強迫性 compulsion
核可 approval
勢頭 momentum
汽車旅館 motels
汽車旅館 motel
鴴 plover
守寡 widowhood
充電器 charger
充電器 chargers
鬥牛士 bullfighter
鬥牛士 matador
美洲獅 cougar
癱 paralysis
癱 paralyzed
雲杉 spruce
血紅蛋白 haemoglobin
腎炎 nephritis
千卡 kcal
幻燈片 slides
幻燈片 slide
幻燈片 slideshow
隨身聽 walkman
貧民區 ghetto
貧民區 slums
壁爐 fireplace
船夫 boatman
十進位 decimal
製成品 manufactures
炮製 concocted
壓碎 crushing
壓碎 crushed
開心果 pistachio
翠鳥 kingfisher
食管 oesophagus
姨媽 auntie
姨媽 aunt
編目 catalogue
編目 cataloguing
不倒翁 roly
不倒翁 tumbler
動蕩 turbulence
動蕩 turmoil
天鵝絨 velvet
刀柄 hilt
勞頓 lawton
批發商 wholesaler
批發商 wholesalers
筆觸 flicks
糧倉 granary
袖章 armband
曲軸 crankshaft
被綁 tied
獵槍 shotgun
臉紅 blushing
臉紅 blush
戲服 costumes
戲服 costume
箭號 arrow
偏轉 deflection
共性 commonalities
共性 commonality
脫軌 derail
脫軌 derailed
脫軌 derailment
切碎 shredded
旅費 travel
護膚 skincare
長生不老 immortality
燒焦 charred
電鍍 plating
電鍍 electroplating
越野車 suv
鞋匠 shoemaker
冒號 colon
定居點 settlement
定居點 settlements
垃圾箱 dumpster
燕尾服 tuxedo
肟 oxime
⊂ ⊂
女權主義 feminism
女權主義 feminist
無味 tasteless
薩那 sana
消瘦 wasting
休會 adjournment
微波爐 microwave
膽汁 bile
罪惡感 guilt
飯盒 lunchbox
巴馬科 bamako
手工藝品 artefacts
手工藝品 handicrafts
手工藝品 handicraft
手工藝品 crafts
酸酸 sour
駝峰 humping
唇齒 labiodental
特異性 specificity
針織 knitted
針織 knitting
掃雷 demining
核反應堆 reactor
刺痛 tingling
鞋類 footwear
木琴 xylophone
最糟 worst
連貫性 coherence
連貫性 consistency
先決條件 prerequisites
先決條件 precondition
先決條件 preconditions
先決條件 prerequisite
點字 braille
頑抗 recalcitrant
濟南市 jinan
排他性 exclusive
排他性 exclusivity
排他性 exclusionary
風頭 limelight
多汁 juicy
藥典 pharmacopoeia
篤志 atsushi
仿生 bionic
施肥 fertilizer
施肥 fertilization
手提包 handbag
手提包 purse
手提包 handbags
勞軍 uso
神權 theocratic
枕骨 occipital
絕育 sterilization
絕育 sterilisation
縮影 epitome
縮影 microcosm
公設 postulate
秒數 seconds
公證 notarial
公證 notarized
桌布 tablecloth
武庫 arsenal
武庫 arsenals
拒收 rejections
š š
乳液 lotion
毛蟲 caterpillar
風笛 bagpipes
雨衣 raincoat
止痛藥 painkiller
稿子 manuscript
揮霍 squandering
撥號 dial
品嘗 tasting
清償 liquidated
陳設 furnishings
謬論 fallacies
謬論 fallacy
溢價 premium
風雅 fuga
血跡 blood
多氯聯苯 pcb
多氯聯苯 pcbs
鴻溝 divide
鴻溝 divides
寒戰 chills
離棄 forsaken
閃擊 blitz
飛行船 airship
籠子 cage
籠子 cages
拭 swab
收歸國有 nationalized
收歸國有 nationalization
胡蘿蔔素 carotene
被子 comforter
被子 blanket
被子 quilt
庸俗 vulgar
鋼絲 wire
不經意 inadvertently
電鋸 chainsaw
鐵餅 discus
晚飯 dinner
懦夫 coward
直腸 rectum
直腸 rectal
遘 gou
壁壘 barriers
沙沙 sasha
掌櫃 shopkeeper
垂涎 coveted
本體論 ontology
規勸 exhorts
規勸 exhort
規勸 exhortation
顫抖 shiver
顫抖 trembling
門禁 gated
雜音 murmur
氣餒 discouraged
遞送 delivery
焦急 anxious
示警 warnings
屈指可數 handful
皮層 cortex
蚱蜢 grasshopper
蚱蜢 grasshoppers
創業者 entrepreneur
創業者 entrepreneurs
陰天 overcast
陰天 cloudy
皮炎 dermatitis
來世 afterlife
唇膏 lipstick
毛細管 capillaries
護膚品 skincare
偽證 perjury
馬虎 sloppy
晚霞 afterglow
長處 strengths
長處 advantages
雞姦 sodomy
雞姦 buggery
鴨嘴獸 platypus
毛額 gross
頹廢 decadent
頹廢 decadence
把戲 trick
帳單 bills
帳單 billing
萵苣 lettuce
鏑 dysprosium
蟲子 bugs
髖 hip
數數 count
匯編 compilation
匯編 compilations
字跡 handwriting
項圈 collar
鐿 ytterbium
冶煉 smelting
燒酒 soju
不均衡 uneven
不均衡 unbalanced
伯母 auntie
脾臟 spleen
沾染 contamination
凝視 stare
凝視 gaze
凝視 gazing
預兆 omen
預兆 omens
車頭燈 headlights
閒話 gossip
鋼筆 pen
鋼筆 pens
雙關語 pun
利害關係 stakes
出汗 sweating
出汗 sweat
出汗 sweaty
阪本 sakamoto
杏樹 apricot
煉油 refining
玩世不恭 cynical
索賠 claim
口譯 interpreter
口譯 interpretation
口譯 interpreters
酒窩 dimple
酒窩 dimples
桑給巴爾 zanzibar
怠慢 snub
人工授精 insemination
顴骨 cheekbones
營養素 nutrient
營養素 nutrients
加寬 widened
加寬 widen
日光浴 tanning
日光浴 sunbathing
耳語 whisper
耳語 whispers
禍害 scourge
山雞 chicken
失水 dehydration
鬧鬼 haunted
漣漪 ripple
間歇 interval
間歇 intermittent
露頭 outcrop
吉普賽 gypsy
吉普賽 gypsies
子宮頸 cervix
㹴 terrier
承保 underwriting
銦 indium
百日咳 pertussis
寡頭 oligarchy
專橫 bossy
扶正 righting
奴才 minion
奴才 minions
油印 mimeograph
載荷 payload
脫臼 dislocated
天文館 planetarium
血紅素 heme
驢子 donkey
凳子 stool
凳子 stools
皰疹 herpes
登記處 registry
推土機 bulldozers
推土機 bulldozer
嫁接 grafting
點頭 nod
支氣管炎 bronchitis
肥胖症 obesity
輪換 rotation
措詞 phrasing
措詞 wording
消化不良 indigestion
水蛭 leeches
水蛭 leech
收件人 addressee
收件人 recipient
收件人 recipients
突發事件 contingencies
蓖麻 castor
無法無天 lawlessness
無法無天 lawless
眼皮 eyelids
眼皮 eyelid
模稜兩可 ambiguous
煎蛋 omelette
超聲波 ultrasound
超聲波 ultrasonic
海帶 kelp
海帶 seaweed
金剛經 sutra
笑臉 smiley
鬥嘴 bicker
橡皮擦 eraser
無縫 seamless
透徹 thorough
誹謗罪 defamation
誹謗罪 libel
打卡 checkin
板牙 mater
借款人 borrowers
借款人 borrower
穀類 cereals
穀類 cereal
權衡 weighing
臥鋪 sleeper
辰雄 tatsuo
吸管 straw
袖口 cuffs
明細 breakdown
滲漏 seeps
滲漏 seep
滲漏 leakage
文盲率 illiteracy
祝願 wish
祝願 wishes
腮腺炎 mumps
起泡 blistering
沙文主義 chauvinism
捲舌 retroflex
走失 stray
窺視 peep
四月份 april
三胞胎 triplets
轉帳 transfer
出納 cashier
端莊 modesty
保險費 premiums
保險費 premium
保險費 insurance
可讀 readable
貞操 chastity
五香 spiced
大動脈 aorta
外僑 aliens
重犯 felons
重犯 recidivism
諧波 harmonic
棧橋 trestle
燕麥 oat
燕麥 avena
燕麥 granola
燕麥 oatmeal
燕麥 oats
心悸 palpitations
鰐 crocodile
眨 blink
芘 pyrene
鎶 copernicium
農藝 agronomic
縮水 shrunk
縮水 shrinking
鬆動 loose
理髮 haircut
理髮 barber
理髮 haircuts
痂 scab
復蘇 recovery
復蘇 revival
金工 metalwork
圖紙 drawings
青光眼 glaucoma
瓷磚 tile
瓷磚 tiles
聚氨酯 polyurethane
釹 neodymium
鱒魚 trout
光電效應 photovoltaic
僵屍 zombie
僵屍 zombies
老練 sophistication
老練 seasoned
老練 sophisticated
鎖骨 collarbone
水龍頭 faucet
水龍頭 taps
運費 freight
運費 shipping
冰柱 icicles
矮胖 chunky
草場 grassland
超級大國 superpower
投胎 reincarnation
糾察 picket
買東西 shopping
彈弓 slingshot
咄咄逼人 aggressive
棒棒糖 lollipop
噱頭 gimmicks
養老金 pension
養老金 pensions
腹水 ascites
淫穢 obscenity
淫穢 obscene
保險套 condom
手雷 grenade
衣櫥 wardrobe
衣櫥 closet
心電圖 ekg
藥方 prescription
水痘 chickenpox
夾子 clamp
電傳 telex
蓬松 fluffy
長臂猿 gibbon
賣方 sellers
賣方 seller
洞房 consummation
銬 cuff
青綠 turquoise
酸菜 sauerkraut
衛生棉 tampons
衛生棉 tampon
ž ž
餛飩 wonton
手推車 cart
手推車 wheelbarrow
唱詩班 choir
閹割 castrated
閹割 castration
閹割 castrate
殘廢 crippled
茶坊 teahouse
指南針 compass
八月份 august
蛋殼 eggshells
內羅畢 nairobi
鵯 bulbul
鹵化 halogenated
調皮 naughty
巨蟒 python
發射機 transmitter
打坐 meditate
慘淡 bleak
笞刑 flogging
母雞 hen
母雞 hens
孔雀石 malachite
刪節 redactions
局外人 outsiders
局外人 outsider
游標 cursor
母性 motherhood
送禮 gifts
釀酒廠 breweries
影象 image
藥店 pharmacies
藥店 drugstore
藥店 pharmacy
十二指腸 duodenum
扒手 pickpocket
扒手 pickpockets
麻黃 ephedra
填料 filler
填料 filling
填料 fillings
謙遜 humble
謙遜 humility
叩頭 kowtow
開裂 cracking
訓斥 reprimanded
訓斥 censure
水禽 waterfowl
田間 fields
嗚呼 woohoo
心弦 heartstrings
補丁 patches
補丁 patch
郵筒 mailbox
佇列 queue
輔導員 counselor
雨滴 raindrops
銘刻 etched
間歇泉 geyser
甘藍 kale
茫然 dazed
餡餅 pie
黃鼠狼 weasel
抽筋 cramps
抽筋 cramp
失業者 unemployed
斜視 strabismus
嚎叫 howling
聲名狼藉 notorious
聲名狼藉 infamous
食糖 sugar
走火入魔 obsess
泡沫塑料 styrofoam
訂票 booking
窪地 depressions
狂歡節 carnival
自閉 autistic
泡芙 puff
胸膜 pleural
舢舨 sampan
藥丸 pill
藥丸 pills
乾草 hay
灌木叢 bushes
鵺 nue
毛澤東思想 maoism
冷遇 disfavored
塊莖 tuber
苔原 tundra
狼瘡 lupus
犢 calf
捲髮 curls
浮游植物 phytoplankton
磚頭 bricks
磚頭 brick
追索 recourse
柴火 firewood
